id,poj_input,poj_unicode,tailo_input,tailo_unicode,taigi_hanji,page_number
1,Gia5-kang-chhau2,Giâ-kang-chháu,Gia5-kang-tshau2,Giâ-kang-tsháu,蜈蚣草,2
2,To2-te2-gia5-kang,Tó-té-giâ-kang,To2-te2-gia5-kang,Tó-té-giâ-kang,倒地蜈蚣,2
3,To2-ki5-lin5,Tó-kî-lîn,To2-ki5-lin5,Tó-kî-lîn,倒麒麟,2
4,Toe7-gia5-kang,Tōe-giâ-kang,Tue7-gia5-kang,Tuē-giâ-kang,地蜈蚣,2
5,Ke3-lo-gia5-kang,Kè-lo-giâ-kang,Ke3-lo-gia5-kang,Kè-lo-giâ-kang,過路蜈蚣,2
6,Pit-tang5-chhiu7,Pit-tâng-chhiū,Pit-tang5-tshiu7,Pit-tâng-tshiū,筆筒樹,5
7,Koan3-chiong3,Koàn-chiòng,Kuan3-tsiong3,Kuàn-tsiòng,貫眾,5
8,Kut-chhui3-poo3,Kut-chhùi-pò͘,Kut-tshui3-poo3,Kut-tshuì-pòo,骨碎補,5
9,Kau2-chit,Káu-chit,Kau2-tsit,Káu-tsit,狗脊,5
10,Leng5-lan5-chhau2,Lêng-lân-chháu,Ling5-lan5-tshau2,Lîng-lân-tsháu,龍麟草,6
11,Hong7-be2-chhau2,Hōng-bé-chháu,Hong7-be2-tshau2,Hōng-bé-tsháu,鳳尾草,8
12,Soann-neh-kiau,Soaⁿ-neh-kiau,Suann-neh-kiau,Suann-neh-kiau,山蕨猫,12
13,Hong-put-tong7,Hong-put-tōng,Hong-put-tong7,Hong-put-tōng,風不動,13
14,Chhiu7-leng5,Chhiū-lêng,Tshiu7-ling5,Tshiū-lîng,樹龍,13
15,Chioh8-kiam3,Chio̍h-kiàm,Tsioh8-kiam3,Tsio̍h-kiàm,石劍,13
16,Be2-be2-si,Bé-bé-si,Be2-be2-si,Bé-bé-si,馬尾絲,14
17,Hong7-be2-chhau2,Hōng-bé-chháu,Hong7-be2-tshau2,Hōng-bé-tsháu,鳳尾草,14
18,Keh-niau,Keh-niau,Keh-niau,Keh-niau,蕨猫,16
19,Ke2-kau-chhai2,Ké-kau-chhái,Ke2-kau-tshai2,Ké-kau-tshái,過溝菜,16
20,Soann-ti-a2-lan7-hut8,Soaⁿ-ti-á-lān-hu̍t,Suann-ti-a2-lan7-hut8,Suann-ti-á-lān-hu̍t,山猪仔？核,30
21,Thoo2-chhoan-ni5,Thó͘-chhoan-nî,Thoo2-tshuan-ni5,Thóo-tshuan-nî,土川連,30
22,Hong7-be2-pit,Hōng-bé-pit,Hong7-be2-pit,Hōng-bé-pit,鳳尾筆,30
23,Be2-be2-si,Bé-bé-si,Be2-be2-si,Bé-bé-si,馬尾絲,30
24,Ah-kha-pe5,Ah-kha-pê,Ah-kha-pe5,Ah-kha-pê,鴨腳筢,33
25,Ah-toe5-chhau2,Ah-tôe-chháu,Ah-tue5-tshau2,Ah-tuê-tsháu,鴨蹄草,33
26,Kim-chioh8-ui2,Kim-chio̍h-uí,Kim-tsioh8-ui2,Kim-tsio̍h-uí,金石韋,35
27,Keh-niau-chhau2,Keh-niau-chháu,Keh-niau-tshau2,Keh-niau-tsháu,蕨猫草,39
28,Hong7-be2-chhau2,Hōng-bé-chháu,Hong7-be2-tshau2,Hōng-bé-tsháu,鳳尾草,39
29,Chinn2-pinn-chhau2,Chíⁿ-piⁿ-chháu,Tsinn2-pinn-tshau2,Tsínn-pinn-tsháu,井邊草,40
30,Chui2-khun5-chhai2,Chúi-khûn-chhái,Tsui2-khun5-tshai2,Tsuí-khûn-tshái,水芹菜,42
31,Mng-a2,Mng-á,Mng-a2,Mng-á,？仔,42
32,Tiann-chhe-tin5,Tiaⁿ-chhe-tîn,Tiann-tshe-tin5,Tiann-tshe-tîn,鼎炊藤,43
33,Tin-tiong-pit,Tin-tiong-pit,Tin-tiong-pit,Tin-tiong-pit,珍中筆,43
34,Hong7-be2-chhau2,Hōng-bé-chháu,Hong7-be2-tshau2,Hōng-bé-tsháu,鳳尾草,43
35,Tiann-chhoe3-tin5,Tiaⁿ-chhòe-tîn,Tiann-tshue3-tin5,Tiann-tshuè-tîn,鼎刷藤,43
36,Si3-hioh8-chhai3,Sì-hio̍h-chhài,Si3-hioh8-tshai3,Sì-hio̍h-tshài,四葉菜,44
37,Chui2-iam5-sng,Chúi-iâm-sng,Tsui2-iam5-sng,Tsuí-iâm-sng,水鹽酸,44
38,Khu-phio5,Khu-phiô,Khu-phio5,Khu-phiô,丘萍,44
39,Bok8-chek8-chhau2,Bo̍k-che̍k-chháu,Bok8-tsik8-tshau2,Bo̍k-tsi̍k-tsháu,木賊草,44
40,Chiap-kut-tang,Chiap-kut-tang,Tsiap-kut-tang,Tsiap-kut-tang,接骨筒,44
41,Chiap-kut-chhau2,Chiap-kut-chháu,Tsiap-kut-tshau2,Tsiap-kut-tsháu,接骨草,44
42,Niau-kong-chhi,Niau-kong-chhi,Niau-kong-tshi,Niau-kong-tshi,貓公刺,45
43,Thih-kut-mng5,Thih-kut-mn̂g,Thih-kut-mng5,Thih-kut-mn̂g,鐵骨毛,45
44,Lok8-jiong5-chhau3,Lo̍k-jiông-chhàu,Lok8-jiong5-tshau3,Lo̍k-jiông-tshàu,鹿茸草,45
45,Kim-put-hoan3,Kim-put-hoàn,Kim-put-huan3,Kim-put-huàn,金不換,45
46,Chhit-chhun3-kim,Chhit-chhùn-kim,Tshit-tshun3-kim,Tshit-tshùn-kim,七寸金,45
47,Kng2-peh,Kńg-peh,Kng2-peh,Kńg-peh,卷柏,46
48,Leng5-lan5-chhau2,Lêng-lân-chháu,Ling5-lan5-tshau2,Lîng-lân-tsháu,龍麟草,46
49,Kng2-peh,Kńg-peh,Kng2-peh,Kńg-peh,卷柏,46
50,Ban7-lian5-siong5,Bān-liân-siông,Ban7-lian5-siong5,Bān-liân-siông,萬年松,46
51,Soo-thih,So͘-thih,Soo-thih,Soo-thih,蘇鐵,48
52,Ang5-sam,Âng-sam,Ang5-sam,Âng-sam,紅杉,48
53,Soann-sam,Soaⁿ-sam,Suann-sam,Suann-sam,山杉,49
54,Pah-jit-chhinn,Pah-jit-chhiⁿ,Pah-jit-tshinn,Pah-jit-tshinn,百日青,49
55,Tek-peh,Tek-peh,Tik-peh,Tik-peh,竹柏,49
56,Pah-jit-chhinn,Pah-jit-chhiⁿ,Pah-jit-tshinn,Pah-jit-tshinn,百日青,49
57,Thoo2-sam,Thó͘-sam,Thoo2-sam,Thóo-sam,土杉,49
58,Peh8-chheng5-peh,Pe̍h-chhêng-peh,Peh8-tshing5-peh,Pe̍h-tshîng-peh,白松柏,50
59,Too7,Tō͘,Too7,Tōo,杜,50
60,Iu5-sam,Iû-sam,Iu5-sam,Iû-sam,油杉,50
61,Peh8-chheng5-peh,Pe̍h-chhêng-peh,Peh8-tshing5-peh,Pe̍h-tshîng-peh,白松柏,50
62,Siong5-lo5-too7,Siông-lô-tō͘,Siong5-lo5-too7,Siông-lô-tōo,松蘿杜,50
63,Chheng5,Chhêng,Tshing5,Tshîng,松,50
64,Ang5-chheng5-peh,Âng-chhêng-peh,Ang5-tshing5-peh,Âng-tshîng-peh,紅松柏,50
65,Chheng5-peh,Chhêng-peh,Tshing5-peh,Tshîng-peh,松柏,50
66,Chheng5-peh,Chhêng-peh,Tshing5-peh,Tshîng-peh,松柏,51
67,Pat-tiong7-san-chheng5-peh,Pat-tiōng-san-chhêng-peh,Pat-tiong7-san-tshing5-peh,Pat-tiōng-san-tshîng-peh,八重山松柏,51
68,Chheng5-peh,Chhêng-peh,Tshing5-peh,Tshîng-peh,松柏,51
69,Siong5-lo5,Siông-lô,Siong5-lo5,Siông-lô,松蘿,51
70,Siong5-lo5,Siông-lô,Siong5-lo5,Siông-lô,松蘿,51
71,Chheng5-peh,Chhêng-peh,Tshing5-peh,Tshîng-peh,松柏,51
72,Chheng5-peh,Chhêng-peh,Tshing5-peh,Tshîng-peh,松柏,51
73,Iu5-chheng5,Iû-chhêng,Iu5-tshing5,Iû-tshîng,油杉,52
74,Sam,Sam,Sam,Sam,杉,52
75,Toa7-tiam-u2-sam,Tōa-tiam-ú-sam,Tua7-tiam-u2-sam,Tuā-tiam-ú-sam,大點雨杉,52
76,Sam,Sam,Sam,Sam,杉,52
77,Kong2-hioh8-sam,Kóng-hio̍h-sam,Kong2-hioh8-sam,Kóng-hio̍h-sam,廣葉杉,52
78,Sam-a2,Sam-á,Sam-a2,Sam-á,杉仔,52
79,Hok-chiu-sam,Hok-chiu-sam,Hok-tsiu-sam,Hok-tsiu-sam,福州杉,52
80,Hiunn-sam,Hiuⁿ-sam,Hiunn-sam,Hiunn-sam,香杉,52
81,Oo-sam,O͘-sam,Oo-sam,Oo-sam,烏杉,52
82,Un-chiu-sam,Un-chiu-sam,Un-tsiu-sam,Un-tsiu-sam,溫州杉,52
83,A-sam,A-sam,A-sam,A-sam,亞杉,52
84,Siong5-lo5,Siông-lô,Siong5-lo5,Siông-lô,松蘿,52
85,Poh8-phe5,Po̍h-phê,Poh8-phe5,Po̍h-phê,薄皮,52
86,Siong5-lo5,Siông-lô,Siong5-lo5,Siông-lô,松蘿,52
87,Siong5-ngoo5,Siông-ngô͘,Siong5-ngoo5,Siông-ngôo,松梧,52
88,Kau7-khak,Kāu-khak,Kau7-khak,Kāu-khak,厚殼,52
89,Siong5-lo5,Siông-lô,Siong5-lo5,Siông-lô,松蘿,52
90,Siong5-ngoo5,Siông-ngô͘,Siong5-ngoo5,Siông-ngôo,松梧,52
91,Siau-lam5,Siau-lâm,Siau-lam5,Siau-lâm,肖楠,53
92,Ng5-bah-chhiu7,N̂g-bah-chhiū,Ng5-bah-tshiu7,N̂g-bah-tshiū,黃肉樹,53
93,Chhek-peh,Chhek-peh,Tshik-peh,Tshik-peh,側柏,53
94,Chui2-chek,Chúi-chek,Tsui2-tsik,Tsuí-tsik,水燭,54
95,Soann-na5-tau5,Soaⁿ-nâ-tâu,Suann-na5-tau5,Suann-nâ-tâu,山林投,54
96,Na5-tau5,Nâ-tâu,Na5-tau5,Nâ-tâu,林投,54
97,Soe3-pun2-ka-choah8-sit8,Sòe-pún-ka-choa̍h-si̍t,Sue3-pun2-ka-tsuah8-sit8,Suè-pún-ka-tsua̍h-si̍t,細本蟉？翼,55
98,Ka-choah8-sit8,Ka-choa̍h-si̍t,Ka-tsuah8-sit8,Ka-tsua̍h-si̍t,蟉？翼,55
99,Chui2-oo7,Chúi-ō͘,Tsui2-oo7,Tsuí-ōo,水芋,56
100,Chut8-bi2-chhau2,Chu̍t-bí-chháu,Tsut8-bi2-tshau2,Tsu̍t-bí-tsháu,秫米草,58
101,Si-soann3-chhau2,Si-sòaⁿ-chháu,Si-suann3-tshau2,Si-suànn-tsháu,絲線草,58
102,Chinn3-tek-a2,Chìⁿ-tek-á,Tsinn3-tik-a2,Tsìnn-tik-á,矢竹仔,58
103,Chinn3-tek,Chìⁿ-tek,Tsinn3-tik,Tsìnn-tik,箭竹,58
104,Loo5-tek,Lô͘-tek,Loo5-tik,Lôo-tik,蘆竹,59
105,Chui2-loo5-tek,Chúi-lô͘-tek,Tsui2-loo5-tik,Tsuí-lôo-tik,水蘆竹,59
106,Tng5-ki-a2-tek,Tn̂g-ki-á-tek,Tng5-ki-a2-tik,Tn̂g-ki-á-tik,長枝仔竹,60
107,Kak-a2-tek,Kak-á-tek,Kak-a2-tik,Kak-á-tik,桷仔竹,60
108,Tng5-ki-a2,Tn̂g-ki-á,Tng5-ki-a2,Tn̂g-ki-á,長枝仔,60
109,He2-kng5-tek,Hé-kn̂g-tek,He2-kng5-tik,Hé-kn̂g-tik,火管竹,60
110,Koan-im-tek,Koan-im-tek,Kuan-im-tik,Kuan-im-tik,觀音竹,60
111,Hong7-be2-tek,Hōng-bé-tek,Hong7-be2-tik,Hōng-bé-tik,鳳尾竹,60
112,Lek-tek,Lek-tek,Lik-tik,Lik-tik,綠竹,60
113,Chinn-tek,Chiⁿ-tek,Tsinn-tik,Tsinn-tik,矢竹,60
114,Koan-im-tek,Koan-im-tek,Kuan-im-tik,Kuan-im-tik,觀音竹,60
115,Chhi3-tek,Chhì-tek,Tshi3-tik,Tshì-tik,刺竹,60
116,Soe2-a2,Sóe-á,Sue2-a2,Sué-á,黍仔,62
117,Tai5-a2,Tâi-á,Tai5-a2,Tâi-á,檯仔,62
118,Soe2-a2,Sóe-á,Sue2-a2,Sué-á,黍仔,62
119,Kim-kau2-a2-mng5,Kim-káu-á-mn̂g,Kim-kau2-a2-mng5,Kim-káu-á-mn̂g,金狗仔毛,62
120,Kau2-be2-chhau2,Káu-bé-chháu,Kau2-be2-tshau2,Káu-bé-tsháu,狗尾草,62
121,Ah-bu2-chu,Ah-bú-chu,Ah-bu2-tsu,Ah-bú-tsu,鴨母珠,63
122,Hiang-hm5,Hiang-hm̂,Hiang-hm5,Hiang-hm̂,香茅,63
123,Moa5-tek,Môa-tek,Mua5-tik,Muâ-tik,蔴竹,64
124,Phoe7,Phōe,Phue7,Phuē,稗,65
125,Soann-ang5-beh8,Soaⁿ-âng-be̍h,Suann-ang5-beh8,Suann-âng-be̍h,山紅麥,65
126,Leng5-jiau2-sek,Lêng-jiáu-sek,Ling5-jiau2-sik,Lîng-jiáu-sik,龍爪稷、龍爪粟,65
127,Hi5-liu-chhau2,Hî-liu-chháu,Hi5-liu-tshau2,Hî-liu-tsháu,魚鰌草,65
128,Gu5-tun3-chhau2,Gû-tùn-chháu,Gu5-tun3-tshau2,Gû-tùn-tsháu,牛頓草,65
129,Ban7-kun-chhau2,Bān-kun-chháu,Ban7-kun-tshau2,Bān-kun-tsháu,萬斤草,65
130,Hoan-soe2,Hoan-sóe,Huan-sue2,Huan-sué,蕃黍,67
131,Soe2-a2,Sóe-á,Sue2-a2,Sué-á,黍仔,67
132,Loo7-soe2,Lō͘-sóe,Loo7-sue2,Lōo-sué,蘆黍,67
133,Toa7-beh8,Tōa-be̍h,Tua7-beh8,Tuā-be̍h,大麥,67
134,Hm5-chhau2,Hm̂-chháu,Hm5-tshau2,Hm̂-tsháu,茅草,68
135,Hm5-a2-chhau2,Hm̂-á-chháu,Hm5-a2-tshau2,Hm̂-á-tsháu,茅仔草,68
136,Hm5-a2,Hm̂-á,Hm5-a2,Hm̂-á,茅仔,68
137,Chhoan-san-liong5,Chhoan-san-liông,Tshuan-san-liong5,Tshuan-san-liông,穿山龍,68
138,Tam7-tek,Tām-tek,Tam7-tik,Tām-tik,淡竹,70
139,Soan-a2,Soan-á,Suan-a2,Suan-á,萱仔,70
140,Soan-a2,Soan-á,Suan-a2,Suan-á,萱仔,70
141,Koann-bang5,Koaⁿ-bâng,Kuann-bang5,Kuann-bâng,菅芒,70
142,Chut8-bi2-chhau2,Chu̍t-bí-chháu,Tsut8-bi2-tshau2,Tsu̍t-bí-tsháu,𥟇米草,71
143,Tiu7-a2,Tiū-á,Tiu7-a2,Tiū-á,稻仔,71
144,Poo-tiu7,Po͘-tiū,Poo-tiu7,Poo-tiū,埔稻,71
145,Ah-kha-soe2,Ah-kha-sóe,Ah-kha-sue2,Ah-kha-sué,鴨腳黍,72
146,Ng5-sek,N̂g-sek,Ng5-sik,N̂g-sik,黃粟,72
147,Soe2-a2,Sóe-á,Sue2-a2,Sué-á,黍仔,72
148,Toa7-hong-chhau2,Tōa-hong-chháu,Tua7-hong-tshau2,Tuā-hong-tsháu,大風草,72
149,Hong-thai-chhau2,Hong-thai-chháu,Hong-thai-tshau2,Hong-thai-tsháu,風颱草,72
150,Jin5-bian7-tek,Jîn-biān-tek,Jin5-bian7-tik,Jîn-biān-tik,人面竹,74
151,Chioh8-tek-a2,Chio̍h-tek-á,Tsioh8-tik-a2,Tsio̍h-tik-á,石竹仔,74
152,Chioh8-tek,Chio̍h-tek,Tsioh8-tik,Tsio̍h-tik,石竹,74
153,Kio7-kng3-tek,Kiō-kǹg-tek,Kio7-kng3-tik,Kiō-kǹg-tik,轎槓竹,74
154,Kui3-tek-a2,Kùi-tek-á,Kui3-tik-a2,Kuì-tik-á,桂竹仔,74
155,Kui3-tek,Kùi-tek,Kui3-tik,Kuì-tik,桂竹,74
156,Oo-tek-a2,O͘-tek-á,Oo-tik-a2,Oo-tik-á,烏竹仔,75
157,Ba5-li5-tek,Bâ-lî-tek,Ba5-li5-tik,Bâ-lî-tik,茅茹竹,75
158,Beng7-chong-tek,Bēng-chong-tek,Beng7-tsong-tik,Bēng-tsong-tik,孟宗竹,75
159,Pit-a2-chhau2,Pit-á-chháu,Pit-a2-tshau2,Pit-á-tsháu,筆仔草,75
160,Ang5-mng5-chhau2,Âng-mn̂g-chháu,Ang5-mng5-tshau2,Âng-mn̂g-tsháu,紅毛草,75
161,Te7-loo7-gia5-kang,Tē-lō͘-giâ-kang,Te7-loo7-gia5-kang,Tē-lōo-giâ-kang,地路蜈蚣,76
162,Kam-chia3,Kam-chià,Kam-tsia3,Kam-tsià,甘蔗,77
163,Lah8-chhi3,La̍h-chhì,Lah8-tshi3,La̍h-tshì,臘刺,77
164,Gu5-tun3-chhau2,Gû-tùn-chháu,Gu5-tun3-tshau2,Gû-tùn-tsháu,牛頓草,78
165,Mng5-hoe7-chhau2,Mn̂g-hōe-chháu,Mng5-hue7-tshau2,Mn̂g-huē-tsháu,磅蟹草,78
166,Beh8-a2,Be̍h-á,Beh8-a2,Be̍h-á,麥仔,80
167,Sio2-beh8,Sió-be̍h,Sio2-beh8,Sió-be̍h,小麥,80
168,Hoan-beh8,Hoan-be̍h,Huan-beh8,Huan-be̍h,蕃麥,80
169,Kha-peh8-sun2,Kha-pe̍h-sún,Kha-peh8-sun2,Kha-pe̍h-sún,腳白筍,80
170,Ka-peh8-sun2,Ka-pe̍h-sún,Ka-peh8-sun2,Ka-pe̍h-sún,茭白筍,80
171,Thoo5-hiunn,Thô͘-hiuⁿ,Thoo5-hiunn,Thôo-hiunn,土香,86
172,Chui2-teng-sim-chhau2,Chúi-teng-sim-chháu,Tsui2-ting-sim-tshau2,Tsuí-ting-sim-tsháu,水燈心草,87
173,Be2-chi5,Bé-chî,Be2-tsi5,Bé-tsî,碼薯,87
174,Sat-pin3-chhau2,Sat-pìn-chháu,Sat-pin3-tshau2,Sat-pìn-tsháu,虱篦草,88
175,Peh8-hiong-hu3,Pe̍h-hiong-hù,Peh8-hiong-hu3,Pe̍h-hiong-hù,白香附,89
176,Bo5-thau5-hiunn,Bô-thâu-hiuⁿ,Bo5-thau5-hiunn,Bô-thâu-hiunn,無頭香,89
177,Bo5-thau5-thoo5-hiunn,Bô-thâu-thô͘-hiuⁿ,Bo5-thau5-thoo5-hiunn,Bô-thâu-thôo-hiunn,無頭土香,89
178,Chhioh8-chhau2,Chhio̍h-chháu,Tshioh8-tshau2,Tshio̍h-tsháu,蓆草,92
179,Pin-nng5,Pin-nn̂g,Pin-nng5,Pin-nn̂g,檳榔,92
180,Chhinn-a2,Chhiⁿ-á,Tshinn-a2,Tshinn-á,菁仔,92
181,Soann-chang,Soaⁿ-chang,Suann-tsang,Suann-tsang,山棕,92
182,Chui2-tin5,Chúi-tîn,Tsui2-tin5,Tsuí-tîn,水籐,93
183,Ng5-tin5,N̂g-tîn,Ng5-tin5,N̂g-tîn,黃籐,93
184,Tin5,Tîn,Tin5,Tîn,藤,93
185,Ia5-phio5,Iâ-phiô,Ia5-phio5,Iâ-phiô,椰瓢,93
186,Poo5-kui5,Pô͘-kûi,Poo5-kui5,Pôo-kuî,蒲葵,94
187,Khong-long5,Khong-lông,Khong-long5,Khong-lông,糠榔,94
188,Kong-long5,Kong-lông,Kong-long5,Kong-lông,桄榔,94
189,Koan-im-tek,Koan-im-tek,Kuan-im-tik,Kuan-im-tik,觀音竹,94
190,Liu5-kiu5-tek,Liû-kiû-tek,Liu5-kiu5-tik,Liû-kiû-tik,琉球竹,94
191,Kun-thau5-tek,Kun-thâu-tek,Kun-thau5-tik,Kun-thâu-tik,筋頭竹,94
192,Chang,Chang,Tsang,Tsang,棕,94
193,Chhong-po5,Chhong-pô,Tshong-po5,Tshong-pô,菖蒲,95
194,Chioh8-chhiong-po5,Chio̍h-chhiong-pô,Tsioh8-tshiong-po5,Tsio̍h-tshiong-pô,石菖蒲,95
195,Chioh8-chhiong-poo5,Chio̍h-chhiong-pô͘,Tsioh8-tshiong-poo5,Tsio̍h-tshiong-pôo,石菖蒲,95
196,Ko-po5-oo7,Ko-pô-ō͘,Ko-po5-oo7,Ko-pô-ōo,姑婆芋,95
197,Lui5-kong-chheng3,Lûi-kong-chhèng,Lui5-kong-tshing3,Luî-kong-tshìng,雷公銃,95
198,Thian-lam5-seng,Thian-lâm-seng,Thian-lam5-sing,Thian-lâm-sing,天南星,95
199,Oo7-a2,Ō͘-á,Oo7-a2,Ōo-á,芋仔,97
200,Phu5-chui2-lian5-hoe,Phû-chúi-liân-hoe,Phu5-tsui2-lian5-hue,Phû-tsuí-liân-hue,浮水蓮花,97
201,Toa7-phio5,Tōa-phiô,Tua7-phio5,Tuā-phiô,大萍,97
202,Thoo2-poan3-ha7,Thó͘-poàn-hā,Thoo2-puan3-ha7,Thóo-puàn-hā,土半夏,98
203,Eng3-chhai3-hong5,Èng-chhài-hông,Ing3-tshai3-hong5,Ìng-tshài-hông,甕菜黃,98
204,Poan3-ha7,Poàn-hā,Puan3-ha7,Puàn-hā,半夏,98
205,Chhinn-poan3-ha7,Chhiⁿ-poàn-hā,Tshinn-puan3-ha7,Tshinn-puàn-hā,生半夏、青半夏,98
206,Ang5-phio5,Âng-phiô,Ang5-phio5,Âng-phiô,紅萍,98
207,Chhinn-phio5,Chhiⁿ-phiô,Tshinn-phio5,Tshinn-phiô,青萍,98
208,Thai2-ko-phio5,Thái-ko-phiô,Thai2-ko-phio5,Thái-ko-phiô,癲？萍,98
209,Chui2-pian3-te7-gim2,Chúi-piàn-tē-gím,Tsui2-pian3-te7-gim2,Tsuí-piàn-tē-gím,水遍地錦,98
210,Chui2-pian3-te7-gim2,Chúi-piàn-tē-gím,Tsui2-pian3-te7-gim2,Tsuí-piàn-tē-gím,水遍地錦,98
211,Chui2-phio5,Chúi-phiô,Tsui2-phio5,Tsuí-phiô,水萍,98
212,Tin5-tek-a2,Tîn-tek-á,Tin5-tik-a2,Tîn-tik-á,籐竹仔,99
213,Kok-cheng,Kok-cheng,Kok-tsing,Kok-tsing,穀精、谷精,99
214,Ong7-lai5,Ōng-lâi,Ong7-lai5,Ōng-lâi,𦬬萊,100
215,Peh8-tek-a2-chhai3,Pe̍h-tek-á-chhài,Peh8-tik-a2-tshai3,Pe̍h-tik-á-tshài,白竹仔菜,101
216,Tek-a2-hioh8,Tek-á-hio̍h,Tik-a2-hioh8,Tik-á-hio̍h,竹仔葉,101
217,Tek-a2-chhai3,Tek-á-chhài,Tik-a2-tshai3,Tik-á-tshài,竹仔菜,101
218,Ang5-tek-a2-chhai3,Âng-tek-á-chhài,Ang5-tik-a2-tshai3,Âng-tik-á-tshài,紅竹仔菜,101
219,Tek-a2-chhai3,Tek-á-chhài,Tik-a2-tshai3,Tik-á-tshài,竹仔菜,101
220,Ang5-sam-chhit-chhau2,Âng-sam-chhit-chháu,Ang5-sam-tshit-tshau2,Âng-sam-tshit-tsháu,紅三七草,101
221,Toa7-chui2-phio5,Tōa-chúi-phiô,Tua7-tsui2-phio5,Tuā-tsuí-phiô,大水萍,102
222,Tinn-chhai3,Tiⁿ-chhài,Tinn-tshai3,Tinn-tshài,甜菜,102
223,Ah-chih8-chhau2,Ah-chi̍h-chháu,Ah-tsih8-tshau2,Ah-tsi̍h-tsháu,鴨舌草,102
224,Chhan5-oo7-a2,Chhân-ō͘-á,Tshan5-oo7-a2,Tshân-ōo-á,田芋仔,102
225,Teng-sim-chhau2,Teng-sim-chháu,Ting-sim-tshau2,Ting-sim-tsháu,燈心草,102
226,Loo7-gio7,Lō͘-giō,Loo7-gio7,Lōo-giō,蕗蕎,103
227,Chhang-thau5,Chhang-thâu,Tshang-thau5,Tshang-thâu,葱頭,103
228,Chhang-a2,Chhang-á,Tshang-a2,Tshang-á,葱仔,103
229,Toa7-thau5-chhang,Tōa-thâu-chhang,Tua7-thau5-tshang,Tuā-thâu-tshang,大頭葱,103
230,Bek8-chhong,Be̍k-chhong,Bik8-tshong,Bi̍k-tshong,麥葱,104
231,Ku2-chhai3,Kú-chhài,Ku2-tshai3,Kú-tshài,韮菜,104
232,Soan3-a2,Soàn-á,Suan3-a2,Suàn-á,蒜仔,104
233,Soan3-a2,Soàn-á,Suan3-a2,Suàn-á,蒜仔,104
234,Loo5-he7,Lô͘-hē,Loo5-he7,Lôo-hē,蘆薈,104
235,Thian-bun5-tong,Thian-bûn-tong,Thian-bun5-tong,Thian-bûn-tong,天門冬,104
236,Soann-koann-lan5,Soaⁿ-koaⁿ-lân,Suann-kuann-lan5,Suann-kuann-lân,山菅蘭,105
237,Kim-chiam-chhai3,Kim-chiam-chhài,Kim-tsiam-tshai3,Kim-tsiam-tshài,金針菜,106
238,Kim-chiam,Kim-chiam,Kim-tsiam,Kim-tsiam,金占、金針,106
239,Peh8-pi-sian2,Pe̍h-pi-sián,Peh8-pi-sian2,Pe̍h-pi-sián,白萆蘚,106
240,Thoo2-hok8,Thó͘-ho̍k,Thoo2-hok8,Thóo-ho̍k,土茯,106
241,Soann-soan3-thau5,Soaⁿ-soàn-thâu,Suann-suan3-thau5,Suann-suàn-thâu,山蒜頭,107
242,Sai-kong-giang,Sai-kong-giang,Sai-kong-giang,Sai-kong-giang,師公銒,107
243,Bek8-bun5-tong,Be̍k-bûn-tong,Bik8-bun5-tong,Bi̍k-bûn-tong,麥門冬,107
244,Chhit-hioh8-lian5,Chhit-hio̍h-liân,Tshit-hioh8-lian5,Tshit-hio̍h-liân,七葉蓮,108
245,Chhinn-bak8-hiunn,Chhiⁿ-ba̍k-hiuⁿ,Tshinn-bak8-hiunn,Tshinn-ba̍k-hiunn,青木香,108
246,Chhit-hoo7-lian5,Chhit-hō͘-liân,Tshit-hoo7-lian5,Tshit-hōo-liân,七厚蓮,108
247,Hoan-a2-na5-tau5,Hoan-á-nâ-tâu,Huan-a2-na5-tau5,Huan-á-nâ-tâu,蕃仔林投,108
248,Hoo2-be2-lan5,Hó͘-bé-lân,Hoo2-be2-lan5,Hóo-bé-lân,虎尾蘭,109
249,Hau7-khak-chhi3,Hāu-khak-chhì,Hau7-khak-tshi3,Hāu-khak-tshì,鱟壳刺,109
250,Hau7-khak-tin5,Hāu-khak-tîn,Hau7-khak-tin5,Hāu-khak-tîn,鱟壳藤,109
251,Thoo2-hok8-leng5,Thó͘-ho̍k-lêng,Thoo2-hok8-ling5,Thóo-ho̍k-lîng,土茯苓,110
252,Soann-be2-chi5,Soaⁿ-bé-chî,Suann-be2-tsi5,Suann-bé-tsî,山碼薯,110
253,Ang5-tek,Âng-tek,Ang5-tik,Âng-tik,紅竹,111
254,Koan-im-tek,Koan-im-tek,Kuan-im-tik,Kuan-im-tik,觀音竹,111
255,Soann-soan3-thau5,Soaⁿ-soàn-thâu,Suann-suan3-thau5,Suann-suàn-thâu,山蒜頭,111
256,Bun5-chu-lan5,Bûn-chu-lân,Bun5-tsu-lan5,Bûn-tsu-lân,文珠蘭,112
257,Chui2-sian-hoe,Chúi-sian-hoe,Tsui2-sian-hue,Tsuí-sian-hue,水仙花,113
258,Geh8-lai5-hiong,Ge̍h-lâi-hiong,Geh8-lai5-hiong,Ge̍h-lâi-hiong,月來香,113
259,Chhan5-chu5,Chhân-chû,Tshan5-tsu5,Tshân-tsû,田薯,113
260,Chhan5-chu5,Chhân-chû,Tshan5-tsu5,Tshân-tsû,田薯,113
261,Soann-iok8-chu5,Soaⁿ-io̍k-chû,Suann-iok8-tsu5,Suann-io̍k-tsû,山藥薯,113
