"DictWordID","PojUnicode","PojInput","KipUnicode","KipInput","HanLoTaibunPoj","HanLoTaibunKip","HoaBun","DataProvidedBy"
"176","bū-sà-sà","bu7-sa3-sa3","bū-sà-sà","bu7-sa3-sa3","霧嗄嗄","霧嗄嗄","不清楚","薛丞宏"
"177","kán-ná pat khòaⁿ--kòe","kan2-na2 pat khoann3--koe3","kán-ná pat khuànn--kuè","kan2-na2 pat khuann3--kue3","敢若捌看過","敢若捌看過","似曾相識","匿名"
"178","sian-jîn-chióng /sian-lîn-chióng","sian-jin5-chiong2 /sian-lin5-chiong2","sian-jîn-tsióng /sian-lîn-tsióng","sian-jin5-tsiong2 /sian-lin5-tsiong2","仙人掌","仙人掌","仙人掌","Justin Richard Leung"
"179","sian-pa-chióng","sian-pa-chiong2","sian-pa-tsióng","sian-pa-tsiong2","仙巴掌","仙巴掌","仙人掌","Justin Richard Leung"
"180","sian-jîn-chháu/sian-lîn-chháu","sian-jin5-chhau2/sian-lin5-chhau2","sian-jîn-tsháu/sian-lîn-tsháu","sian-jin5-tshau2/sian-lin5-tshau2","仙人草","仙人草","仙人掌","Justin Richard Leung"
"181","chhì-kiû","chhi3-kiu5","tshì-kiû","tshi3-kiu5","刺球","刺球","仙人掌","Justin Richard Leung"
"182","kài-hóe-chháu/kài-hé-","kai3-hoe2-chhau2/kai3-he2-","kài-hué-tsháu/kài-hé-","kai3-hue2-tshau2/kai3-he2-","戒火草","戒火草","仙人掌","Justin Richard Leung"
"183","bah-kám niû-lé","bah-kam2 niu5-le2","bah-kám niû-lé","bah-kam2 niu5-le2","肉感娘嬭","肉感娘嬭","辣媽","匿名"
"184","Tâi-gí/Tâi-gú","Tai5-gi2/Tai5-gu2","Tâi-gí/Tâi-gú","Tai5-gi2/Tai5-gu2","臺語","臺語","臺語","莊銘彥"
"185","chéng-kah-chián-á","cheng2-kah-chian2-a2","tsíng-kah-tsián-á","tsing2-kah-tsian2-a2","指甲剪仔","指甲剪仔","指甲剪","匿名"
"186","kin-á-ji̍t siōng tùi-tâng","kin-a2-jit8 siong7 tui3-tang5","kin-á-ji̍t siōng tuì-tâng","kin-a2-jit8 siong7 tui3-tang5","今仔日上對筒","今仔日上對筒","本日最中肯","匿名"
"187","sò͘ thiāu-á","soo3 thiau7-a2","sòo thiāu-á","soo3 thiau7-a2","溯柱仔","溯柱仔","爬竿","匿名"
"188","ka-ná-bo͘","ka-na2-boo","ka-ná-boo","ka-na2-boo","金棒","金棒","單槓","匿名"
"189","bah-kám mē-á","bah-kam2 me7-a2","bah-kám mē-á","bah-kam2 me7-a2","肉感妹仔","肉感妹仔","辣妹","匿名"
"190","pàng sán-khùi","pang3 san2-khui3","pàng sán-khuì","pang3 san2-khui3","放瘦氣","放瘦氣","放閃","匿名"
"191","tì-hūi-hêng chhiú-ki","ti3-hui7-heng5 chhiu2-ki","tì-huī-hîng tshiú-ki","ti3-hui7-hing5 tshiu2-ki","智慧型手機","智慧型手機","智慧型手機","匿名"
"192","pin chú chīn hoan","pin chu2 chin7 hoan","pin tsú tsīn huan","pin tsu2 tsin7 huan","賓主盡歡","賓主盡歡","賓主盡歡","匿名"
"193","kin-á-ji̍t siōng tùi-tâng","kin-a2-jit8 siong7 tui3-tang5","kin-á-ji̍t siōng tuì-tâng","kin-a2-jit8 siong7 tui3-tang5","今仔日上對同","今仔日上對同","本日最中肯","匿名"
"194","khiàm chi̍t kha","khiam3 chit8 kha","khiàm tsi̍t kha","khiam3 tsit8 kha","欠一跤","欠一跤","三缺一","Moogoo Lee"
"195","jiâu-sûn/liâu-sûn","jiau5-sun5/liau5-sun5","jiâu-sûn/liâu-sûn","jiau5-sun5/liau5-sun5","皺巡","皺巡","皺褶","匿名"
"196","bīn-sek pe̍h-si","bin7-sek peh8-si","bīn-sik pe̍h-si","bin7-sik peh8-si","面色白屍","面色白屍","臉色慘白","邱文錫"
"197","kin-ji̍t siāng kong-tō/kin-li̍t siōng kong-tō","kin-jit8 siang7 kong-to7/kin-lit8 siong7 kong-to7","kin-ji̍t siāng kong-tō/kin-li̍t siōng kong-tō","kin-jit8 siang7 kong-to7/kin-lit8 siong7 kong-to7","今日上公道","今日上公道","本日最中肯","匿名"
"198","kin-á-ji̍t siōng súi-khùi","kin-a2-jit8 siong7 sui2-khui3","kin-á-ji̍t siōng súi-khùi","kin-a2-jit8 siong7 sui2-khui3","今仔日上媠氣","今仔日上媠氣","本日最中肯","Usiong Koo"
"199","pho͘","phoo","phoo","phoo","鋪","鋪","po","匿名"
"200","kiàn-siàu bô té","kian3-siau3 bo5 te2","kiàn-siàu bô té","kian3-siau3 bo5 te2","見笑無底","見笑無底","秀下限","匿名"
"201","kián-siàu bô tí-chí","kian2-siau3 bo5 ti2-chi2","kián-siàu bô tí-tsí","kian2-siau3 bo5 ti2-tsi2","見笑無底止","見笑無底止","秀下限","匿名"
"202","phō͘ khì mo͘h","phoo7 khi3 mooh","phōo khì mooh","phoo7 khi3 mooh","抱去𢯾","抱去𢯾","寶可夢","匿名"
"203","bē-kham-tit hoân","be7-kham-tit hoan5","bē-kham-tit huân","be7-kham-tit huan5","袂堪得煩","袂堪得煩","不耐煩","匿名"
"204","Phīⁿ-khang-chiūⁿ","Phinn7-khang-chiunn7","Phīnn-khang-tsiūnn","Phinn7-khang-tsiunn7","鼻空癢","鼻空癢","皮卡丘","Liz Lin"
"205","Miāu-kap-á-chéng-chí","Miau7-kap-a2-cheng2-chi2","Miāu-kap-á-tsíng-tsí","Miau7-kap-a2-tsing2-tsi2","妙蛤仔種子","妙蛤仔種子","妙蛙種子","Liz Lin"
"206","Miāu-kap-á-chháu","Miau7-kap-a2-chhau2","Miāu-kap-á-tsháu","Miau7-kap-a2-tshau2","妙蛤仔草","妙蛤仔草","妙蛙草","Liz Lin"
"207","Miāu-kap-á-hoe","Miau7-kap-a2-hoe","Miāu-kap-á-hue","Miau7-kap-a2-hue","妙蛤仔花","妙蛤仔花","妙蛙花","Liz Lin"
"208","Sió-hóe-liông","Sio2-hoe2-liong5","Sió-hué-liông","Sio2-hue2-liong5","小火龍","小火龍","小火龍","Liz Lin"
"209","bīn-sek pe̍h-sún-sún","bin7-sek peh8-sun2-sun2","bīn-sik pe̍h-sún-sún","bin7-sik peh8-sun2-sun2","面色白恂恂","面色白恂恂","臉色慘白","薛丞宏"
"210","hoe pe̍h-sut-sut","hoe peh8-sut-sut","hue pe̍h-sut-sut","hue peh8-sut-sut","花白sut-sut","花白sut-sut","花很白","薛丞宏"
"211","í-á pe̍h sit-sit","i2-a2 peh8 sit-sit","í-á pe̍h sit-sit","i2-a2 peh8 sit-sit","椅仔白sit-sit","椅仔白sit-sit","椅子很白","薛丞宏"
"212","chin giám-siâu","chin giam2-siau5","tsin giám-siâu","tsin giam2-siau5","真儼潲","真儼潲","討厭","Tiunn Hông-bîng"
"213","băng-só͘-khó͘","bang9-soo2-khoo2","ba̋ng-sóo-khóo","bang9-soo2-khoo2","băng-só͘-khó͘","ba̋ng-sóo-khóo","OK崩","Tsu Tsì-uí"
"214","iân-tâu","ian5-tau5","iân-tâu","ian5-tau5","緣投","緣投","帥","駱勁成"
"215","bah-phìⁿ-á","bah-phinn3-a2","bah-phìnn-á","bah-phinn3-a2","肉片仔","肉片仔","A片","匿名"
"216","kek bīn-chhiuⁿ","kek bin7-chhiunn","kik bīn-tshiunn","kik bin7-tshiunn","激面腔","激面腔","擺臭臉","薛丞宏"
"217","kî-lîn-lo̍k","ki5-lin5-lok8","kî-lîn-lo̍k","ki5-lin5-lok8","麒麟鹿","麒麟鹿","長頸鹿","Fu-Hsuan Ju"
"218","sūn-sī","sun7-si7","sūn-sī","sun7-si7","順序","順序","順序","匿名"
"219","Hóe-khióng-liông","Hoe2-khiong2-liong5","Hué-khióng-liông","Hue2-khiong2-liong5","火恐龍","火恐龍","火恐龍","Liz Lin"
"220","Phùn-hóe-liông","Phun3-hoe2-liong5","Phùn-hué-liông","Phun3-hue2-liong5","噴火龍","噴火龍","噴火龍","Liz Lin"
"221","Khah-mi-ku","Khah-mi-ku","Khah-mi-ku","Khah-mi-ku","卡咪龜","卡咪龜","卡咪龜","Liz Lin"
"222","Chúi-chìⁿ-ku","Chui2-chinn3-ku","Tsuí-tsìnn-ku","Tsui2-tsinn3-ku","水箭龜","水箭龜","水箭龜","Liz Lin"
"223","Chheⁿ-chhì-mo͘-thâng","Chhenn-chhi3-moo-thang5","Tshenn-tshì-moo-thâng","Tshenn-tshi3-moo-thang5","青刺毛蟲","青刺毛蟲","綠毛蟲","Liz Lin"
"224","Thih-kah-tāu","Thih-kah-tau7","Thih-kah-tāu","Thih-kah-tau7","鐵甲豆","鐵甲豆","鐵甲蛹","Liz Lin"
"225","Pa-tōa-ia̍h-á","Pa-toa7-iah8-a2","Pa-tuā-ia̍h-á","Pa-tua7-iah8-a2","巴大蛾仔","巴大蛾仔","巴大蝴","Liz Lin"
"226","To̍k-kak-thâng","Tok8-kak-thang5","To̍k-kak-thâng","Tok8-kak-thang5","獨角蟲","獨角蟲","獨角蟲","Liz Lin"
"227","Thih-khak-tāu","Thih-khak-tau7","Thih-khak-tāu","Thih-khak-tau7","鐵殼豆","鐵殼豆","鐵殼蛹","Liz Lin"
"228","Tōa-chiam-phang","Toa7-chiam-phang","Tuā-tsiam-phang","Tua7-tsiam-phang","大針蜂","大針蜂","大針蜂","Liz Lin"
"229","Pho-pho","Pho-pho","Pho-pho","Pho-pho","波波","波波","波波","Liz Lin"
"230","Pí-pí-chiáu","Pi2-pi2-chiau2","Pí-pí-tsiáu","Pi2-pi2-tsiau2","比比鳥","比比鳥","比比鳥","Liz Lin"
"231","Tōa-pí-chiáu","Toa7-pi2-chiau2","Tuā-pí-tsiáu","Tua7-pi2-tsiau2","大比鳥","大比鳥","比雕","Liz Lin"
"232","Tōa-chhùi-chhiok","Toa7-chhui3-chhiok","Tuā-tshuì-tshiok","Tua7-tshui3-tshiok","大喙雀","大喙雀","大嘴雀","Liz Lin"
"233","A-poh-chôa","A-poh-choa5","A-poh-tsuâ","A-poh-tsua5","阿卜蛇","阿卜蛇","阿柏蛇","Liz Lin"
"234","A-poh-koài","A-poh-koai3","A-poh-kuài","A-poh-kuai3","阿卜怪","阿卜怪","阿柏怪","Liz Lin"
"235","Lûi-khu","Lui5-khu","Luî-khu","Lui5-khu","雷丘","雷丘","雷丘","Liz Lin"
"236","chhiú-bóe-la̍t/chhiú-bé-la̍t","chhiu2-boe2-lat8/chhiu2-be2-lat8","tshiú-bué-la̍t/tshiú-bé-la̍t","tshiu2-bue2-lat8/tshiu2-be2-lat8","手尾力","手尾力","腕力","Ôo Siok-tsing"
"237","chiàn-kah-thâng","chian3-kah-thang5","tsiàn-kah-thâng","tsian3-kah-thang5","戰甲蟲","戰甲蟲","獨角仙","Justin Richard Leung"
"238","chhòng-siáⁿ","chhong3-siann2","tshòng-siánn","tshong3-siann2","創啥","創啥","衝啥","Ôo Siok-tsing"
"239","pòaⁿ-soaⁿ-tó͘","poann3-soann-too2","puànn-suann-tóo","puann3-suann-too2","半山肚","半山肚","山腰","匿名"
"240","khì-gia̍p-ka","khi3-giap8-ka","khì-gia̍p-ka","khi3-giap8-ka","企業家","企業家","企業家","匿名"
"241","sūn-sū","sun7-su7","sūn-sū","sun7-su7","順序","順序","順序","匿名"
"242","gē-su̍t-phín","ge7-sut8-phin2","gē-su̍t-phín","ge7-sut8-phin2","藝術品","藝術品","藝術品","匿名"
"243","kong-bū-oân","kong-bu7-oan5","kong-bū-uân","kong-bu7-uan5","公務員","公務員","公務員","匿名"
"244","seng-bu̍t to-iūⁿ-sèng","seng-but8 to-iunn7-seng3","sing-bu̍t to-iūnn-sìng","sing-but8 to-iunn7-sing3","生物多樣性","生物多樣性","生物多樣性","匿名"
"245","nî-siù","ni5-siu3","nî-siù","ni5-siu3","年獸","年獸","年獸","匿名"
"246","chio̍h-hó͘","chioh8-hoo2","tsio̍h-hóo","tsioh8-hoo2","石虎","石虎","石虎","匿名"
"247","hiòng-chiân kiâⁿ","hiong3-chian5 kiann5","hiòng-tsiân kiânn","hiong3-tsian5 kiann5","向前行","向前行","向前走","匿名"
"248","chian-pau","chian-pau","tsian-pau","tsian-pau","煎包","煎包","水煎包","匿名"
"249","chek-sî-thong","chek-si5-thong","tsik-sî-thong","tsik-si5-thong","即時通","即時通","即時通","匿名"
"250","sū-gia̍p-sòaⁿ","su7-giap8-soann3","sū-gia̍p-suànn","su7-giap8-suann3","事業線","事業線","事業線","匿名"
"251","sū-gia̍p-sûn","su7-giap8-sun5","sū-gia̍p-sûn","su7-giap8-sun5","事業巡","事業巡","事業線","匿名"
"252","kè-sǹg-ki","ke3-sng3-ki","kè-sǹg-ki","ke3-sng3-ki","計算機","計算機","計算機","匿名"
"253","liap-kéng","liap-keng2","liap-kíng","liap-king2","攝襉","攝襉","皺褶","匿名"
"254","pe̍h-chhat","peh8-chhat","pe̍h-tshat","peh8-tshat","白漆","白漆","立可白","匿名"
"255","chí-sàu-che","chi2-sau3-che","tsí-sàu-tse","tsi2-sau3-tse","止嗽劑","止嗽劑","止咳劑","匿名"
"256","pháiⁿ-sńg","phainn2-sng2","pháinn-sńg","phainn2-sng2","歹耍","歹耍","Python","匿名"
"257","si̍t","sit8","si̍t","sit8","翼","翼","翅","匿名"
"258","káu-bóe/káu-bé","kau2-boe2/kau2-be2","káu-bué/káu-bé","kau2-bue2/kau2-be2","九尾","九尾","九尾","匿名"
"259","la̍k-bóe/la̍k-bé","lak8-boe2/lak8-be2","la̍k-bué/la̍k-bé","lak8-bue2/lak8-be2","六尾","六尾","六尾","匿名"
"260","phî-phî","phi5-phi5","phî-phî","phi5-phi5","皮皮","皮皮","皮皮","匿名"
"261","chéng-kah-chián-á","cheng2-kah-chian2-a2","tsíng-kah-tsián-á","tsing2-kah-tsian2-a2","指甲剪仔","指甲剪仔","指甲剪","匿名"
"262","saⁿ-kha khiàm chi̍t-kha","sann-kha khiam3 chit8-kha","sann-kha khiàm tsi̍t-kha","sann-kha khiam3 tsit8-kha","三跤欠一跤","三跤欠一跤","三缺一","匿名"
"263","chéng-kah-iû","cheng2-kah-iu5","tsíng-kah-iû","tsing2-kah-iu5","指甲油","指甲油","指甲油","匿名"
"264","chia̍h pòaⁿ-tàu-á","chiah8 poann3-tau3-a2","tsia̍h puànn-tàu-á","tsiah8 puann3-tau3-a2","食半晝仔","食半晝仔","早午餐","匿名"
"265","tèng-chóa-ki","teng3-choa2-ki","tìng-tsuá-ki","ting3-tsua2-ki","釘紙機","釘紙機","釘書機","匿名"
"266","lâng-kang phah-chéng","lang5-kang phah-cheng2","lâng-kang phah-tsíng","lang5-kang phah-tsing2","人工拍種","人工拍種","人工授精","邱文錫"
"267","ian-chi","ian-chi","ian-tsi","ian-tsi","胭脂","胭脂","唇膏","匿名"
"268","gá-suh-tân","ga2-suh-tan5","gá-suh-tân","ga2-suh-tan5","瓦斯彈","瓦斯彈","瓦斯彈","匿名"
"269","iû-mī","iu5-mi7","iû-mī","iu5-mi7","油麵","油麵","油麵","匿名"
"270","tē-khè","te7-khe3","tē-khè","te7-khe3","地契","地契","地契","匿名"
"271","thiu-hoeh/thiu-huih","thiu-hoeh/thiu-huih","thiu-hueh/thiu-huih","thiu-hueh/thiu-huih","抽血","抽血","抽血","匿名"
"272","thàu-lām--ê","thau3-lam7--e5","thàu-lām--ê","thau3-lam7--e5","透濫的","透濫的","混血兒","Lîm Tshong-bîng"
"273","koan-lo̍h-im","koan-loh8-im","kuan-lo̍h-im","kuan-loh8-im","關落陰","關落陰","觀落陰","匿名"
"274","kha-khiau","kha-khiau","kha-khiau","kha-khiau","跤曲","跤曲","膝窩","匿名"
"275","chéng-kah-iû","cheng2-kah-iu5","tsíng-kah-iû","tsing2-kah-iu5","指甲油","指甲油","指甲油","匿名"
"276","tēng piān-tong","teng7 pian7-tong","tīng piān-tong","ting7 pian7-tong","訂便當","訂便當","訂便當","匿名"
"277","hèng-khùn bâ","heng3-khun3 ba5","hìng-khùn bâ","hing3-khun3 ba5","興睏貓","興睏貓","催眠貘","匿名"
"278","o͘-lián","oo-lian2","oo-lián","oo-lian2","黑輪","黑輪","關東煮","匿名"
"279","Tâi téng saⁿ hun-cheng, tâi kha cha̍p nî kong","Tai5 teng2 sann hun-cheng, tai5 kha chap8 ni5 kong","Tâi tíng sann hun-tsing, tâi kha tsa̍p nî kong","Tai5 ting2 sann hun-tsing, tai5 kha tsap8 ni5 kong","台頂三分鐘，台跤十年功","台頂三分鐘，台跤十年功","臺上三分鐘，臺下十年功","匿名"
"280","ōaⁿ-thiap--ê","oann7-thiap--e5","uānn-thiap--ê","uann7-thiap--e5","換帖的","換帖的","死黨","匿名"
"281","siān-thâng-á","sian7-thang5-a2","siān-thâng-á","sian7-thang5-a2","蟮蟲仔","蟮蟲仔","守宮","薛丞宏"
"282","bián kheh-khì","bian2 kheh-khi3","bián kheh-khì","bian2 kheh-khi3","免客氣","免客氣","不客氣","匿名"
"283","lún--chi̍t-ē","lun2--chit8-e7","lún--tsi̍t-ē","lun2--tsit8-e7","忍一下","忍一下","忍耐一下","匿名"
"284","liông-kut/lêng-kut","liong5-kut/leng5-kut","liông-kut/lîng-kut","liong5-kut/ling5-kut","龍骨","龍骨","脊椎","匿名"
"285","kip-chín-sek","kip-chin2-sek","kip-tsín-sik","kip-tsin2-sik","急診室","急診室","急診室","匿名"
"286","kha-āu-tó͘","kha-au7-too2","kha-āu-tóo","kha-au7-too2","跤後肚","跤後肚","小腿","匿名"
"287","keng-keh","keng-keh","king-keh","king-keh","間格","間格","格局","匿名"
"288","poe-phiat-á-kiû/pe-phiat-á-kiû","poe-phiat-a2-kiu5/pe-phiat-a2-kiu5","pue-phiat-á-kiû/pe-phiat-á-kiû","pue-phiat-a2-kiu5/pe-phiat-a2-kiu5","飛𥐵仔球","飛𥐵仔球","飛碟球","匿名"
"289","mài-koh tòng-lō͘","mai3-koh tong3-loo7","mài-koh tòng-lōo","mai3-koh tong3-loo7","莫閣擋路","莫閣擋路","麥當勞","Lîm Tshong-bîng"
"290","chhiau-im-bi̍t-pô","chhiau-im-bit8-po5","tshiau-im-bi̍t-pô","tshiau-im-bit8-po5","超音密婆","超音密婆","超音蝠","匿名"
"291","khé-sih","khe2-sih","khé-sih","khe2-sih","Khé-sih","Khé-sih","凱西","匿名"
"292","lu̍t sian","lut8 sian","lu̍t sian","lut8 sian","甪鉎","甪鉎","去角質","匿名"
"293","góa ài--lí","goa2 ai3--li2","guá ài--lí","gua2 ai3--li2","我愛你","我愛你","我愛你","匿名"
"294","koaⁿ ngē hòa","koann nge7 hoa3","kuann ngē huà","kuann nge7 hua3","肝硬化","肝硬化","肝硬化","匿名"
"295","chha-sio","chha-sio","tsha-sio","tsha-sio","叉燒","叉燒","叉燒","匿名"
"296","chù-bûn","chu3-bun5","tsù-bûn","tsu3-bun5","注文","注文","預約","sui2@gmail.com"
"297","ī-iok","i7-iok","ī-iok","i7-iok","預約","預約","預約","sui2@gmail.com"
"298","phū-lōng-kòng","phu7-long7-kong3","phū-lōng-kòng","phu7-long7-kong3","phū-lōng-kòng","phū-lōng-kòng","噗嚨共","匿名"
"299","ek-chhiah-sng","ek-chhiah-sng","ik-tshiah-sng","ik-tshiah-sng","溢刺酸","溢刺酸","胃赤酸","匿名"
"300","theh-puh","theh-puh","theh-puh","theh-puh","theh-puh","theh-puh","膠帶","匿名"
"301","Phi-thi-thi","Phi-thi-thi","Phi-thi-thi","Phi-thi-thi","PTT","PTT","批踢踢","匿名"
"302","má-chih","ma2-chih","má-tsih","ma2-tsih","麻吉","麻吉","死黨","ShangKuan Liang-chih"
"303","nn̄g-á","nng7-a2","nn̄g-á","nng7-a2","卵仔","卵仔","蛋蛋","匿名"
"304","kĭ-mo͘-jī","ki9-moo-ji7","ki̋-moo-jī","ki9-moo-ji7","奇檬字","奇檬字","emoji","匿名"
"305","tiān-khì-chhí","tian7-khi3-chhi2","tiān-khì-tshí","tian7-khi3-tshi2","電氣鼠","電氣鼠","皮卡丘","匿名"
"306","hóng-á-kiáⁿ","hong2-a2-kiann2","hóng-á-kiánn","hong2-a2-kiann2","仿仔囝","仿仔囝","混血兒","Tony  Tsai"
"307","Bē-tâng-lô","Be7-tang5-lo5","Bē-tâng-lô","Be7-tang5-lo5","賣銅鑼","賣銅鑼","麥當勞","Ethan Tan"
"308","lak-tē-á-koài-siù","lak-te7-a2-koai3-siu3","lak-tē-á-kuài-siù","lak-te7-a2-kuai3-siu3","橐袋仔怪獸","橐袋仔怪獸","寶可夢","匿名"
"309","pó-pòe-kiû","po2-poe3-kiu5","pó-puè-kiû","po2-pue3-kiu5","寶貝球","寶貝球","寶貝球","匿名"
"310","Má-tong-lô͘","Ma2-tong-loo5","Má-tong-lôo","Ma2-tong-loo5","媽當奴","媽當奴","麥當勞","匿名"
"311","làng-káng","lang3-kang2","làng-káng","lang3-kang2","làng-káng","làng-káng","落跑","匿名"
"312","tiâu--tio̍h","tiau5--tioh8","tiâu--tio̍h","tiau5--tioh8","牢著","牢著","上癮","匿名"
"313","ma-khu-to͘h","ma-khu-to͘h","ma-khu-to͘h","ma-khu-to͘h","Ma-khu-to͘h","Ma-khu-to͘h","麥當勞","Usiong Koo"
"314","pang--khì","pang--khì","pang--khì","pang--khì","崩去","崩去","崩潰","匿名"
"315","án-ne-siⁿ","an2-ne-sinn","án-ne-sinn","an2-ne-sinn","按呢生","按呢生","這樣子","匿名"
"316","giâ-chio̍h-lián","gia5-chioh8-lian2","giâ-tsio̍h-lián","gia5-tsioh8-lian2","夯石輪","夯石輪","舉重","匿名"
"317","洪荒之力","洪荒之力","洪荒之力","洪荒之力","洪荒之力","洪荒之力","洪荒之力","匿名"
"318","chún-chò","chun2-cho3","tsún-tsò","tsun2-tso3","準做","準做","假設","匿名"
"319","Só͘-í góa kóng hit-ê sò͘-suh-leh?","Soo2-i2 goa2 kong2 hit-e5 soo3-suh-leh?","Sóo-í guá kóng hit-ê sòo-suh-leh?","Soo2-i2 gua2 kong2 hit-e5 soo3-suh-leh?","所以我講彼咧sò͘-suh咧？","所以我講彼咧sòo-suh咧？","所以我說那個醬汁呢？","Usiong Koo"
"320","Pó-táu","Po2-tau2","Pó-táu","Po2-tau2","寶斗","寶斗","北斗","薛丞宏"
"321","Pó-táu-tìn","Po2-tau2-tin3","Pó-táu-tìn","Po2-tau2-tin3","寶斗鎮","寶斗鎮","北斗鎮","薛丞宏"
"322","Tōa-chng","Toa7-chng","Tuā-tsng","Tua7-tsng","大庄","大庄","大村","匿名"
"323","Tōa-chng-hiong","Toa7-chng-hiong","Tuā-tsng-hiong","Tua7-tsng-hiong","大庄鄉","大庄鄉","大村鄉","匿名"
"324","chhân-iûⁿ","chhan5-iunn5","tshân-iûnn","tshan5-iunn5","田洋","田洋","一片田","匿名"
"325","chhân-iûⁿ-á","chhan5-iunn5-a2","tshân-iûnn-á","tshan5-iunn5-a2","田洋仔","田洋仔","一片田","匿名"
"326","Tá-káu","Ta2-kau2","Tá-káu","Ta2-kau2","打狗","打狗","高雄","匿名"
"327","Táⁿ-niau","Tann2-niau","Tánn-niau","Tann2-niau","打貓","打貓","民雄","匿名"
"328","Phî-khah-khu","Phi5-khah-khu","Phî-khah-khu","Phi5-khah-khu","皮卡丘","皮卡丘","皮卡丘","匿名"
"329","khiú-lêng-á/giú-lêng-á","khiu2-leng5-a2/giu2-leng5-a2","khiú-lîng-á/giú-lîng-á","khiu2-ling5-a2/giu2-ling5-a2","搝鈴仔","搝鈴仔","扯鈴","柯仲恩"
"330","kut-thâu hâm-sau","kut-thau5 ham5-sau","kut-thâu hâm-sau","kut-thau5 ham5-sau","骨頭含梢","骨頭含梢","骨質疏鬆症","柯仲恩"
"331","kut-thâu phàⁿ","kut-thau5 phann3","kut-thâu phànn","kut-thau5 phann3","骨頭冇","骨頭冇","骨質疏鬆症","柯仲恩"
"332","sim-koaⁿ-thâu pho̍k-pho̍k-chhéng/sim-koaⁿ-thâu pho̍k-pho̍k-chháiⁿ","sim-koann-thau5 phok8-phok8-chheng2/sim-koann-thau5 phok8-phok8-chhainn2","sim-kuann-thâu pho̍k-pho̍k-tshíng/sim-kuann-thâu pho̍k-pho̍k-tsháinn","sim-kuann-thau5 phok8-phok8-tshing2/sim-kuann-thau5 phok8-phok8-tshainn2","心肝頭噗噗惝","心肝頭噗噗惝","心悸","柯仲恩"
"333","Khah-pí-siù","Khah-pi2-siu3","Khah-pí-siù","Khah-pi2-siu3","卡比獸","卡比獸","卡比獸","匿名"
"334","lo̍k-kô͘-á-moâi/lo̍k-kô͘-á-bê","lok8-koo5-a2-moai5/lok8-koo5-a2-be5","lo̍k-kôo-á-muâi/lo̍k-kôo-á-bê","lok8-koo5-a2-muai5/lok8-koo5-a2-be5","漉糊糜","漉糊糜","臭臭泥","Tiunn Hông-bîng"
"335","siáⁿ-mih-mi̍h-kiāⁿ","siann2-mih-mih8-kiann7","siánn-mih-mi̍h-kiānn","siann2-mih-mih8-kiann7","啥物物件","啥物物件","什麼東西","薛丞宏"
"336","bē-kiàn-siàu/bōe-kiàn-siàu","be7-kian3-siau3/boe7-kian3-siau3","bē-kiàn-siàu/buē-kiàn-siàu","be7-kian3-siau3/bue7-kian3-siau3","袂見笑","袂見笑","無恥","薛丞宏"
"337","tiān-thui","tian7-thui","tiān-thui","tian7-thui","電梯","電梯","手扶梯","匿名"
"338","liân-lo̍k-phō͘-á","lian5-lok8-phoo7-a2","liân-lo̍k-phōo-á","lian5-lok8-phoo7-a2","聯絡簿","聯絡簿","聯絡簿","匿名"
"339","tu̍h-phòa bông-tiám","tuh8-phoa3 bong5-tiam2","tu̍h-phuà bông-tiám","tuh8-phua3 bong5-tiam2","揬破盲點","揬破盲點","突破盲點","匿名"
"340","iú-gî","iu2-gi5","iú-gî","iu2-gi5","友誼","友誼","友誼","匿名"
"341","bah-sò","bah-so3","bah-sò","bah-so3","肉燥","肉燥","肉燥","匿名"
"342","kiaⁿ pháiⁿ-lâng","kiann phainn2-lang5","kiann pháinn-lâng","kiann phainn2-lang5","驚歹人","驚歹人","怕壞人","薛丞宏"
