"DictWordID","PojUnicode","PojUnicodeOthers","PojInput","PojInputOthers","KipUnicode","KipUnicodeOthers","KipInput","KipInputOthers","HoaBun","EngBun","KaisoehEngbun","NounClassifier","LesuPoj","Opposite","LekuPoj","LekuEngbun","LekuHoabun","Confer","PageNumber"
"145","ba̍k-chiap","","bak8-chiap","","ba̍k-tsiap","","bak8-tsiap","","眼淚","tears","","tih","","","","","","","22"
"146","ba̍k-sái","","bak8-sai2","","ba̍k-sái","","bak8-sai2","","眼淚","tears","","tih","","","","","","","22"
"147","ba̍k-chiu","","bak8-chiu","","ba̍k-tsiu","","bak8-tsiu","","眼睛","eyes","","lúi","","","","","","","22"
"148","chi̍t ba̍k nih-á","","chit8 bak8 nih-a2","","tsi̍t ba̍k nih-á","","tsit8 bak8 nih-a2","","一瞬間","one twinkle of the eyes; A very time, an instant","","","","","","","","","22"
"149","ba̍k-iû","","bak8-iu5","","ba̍k-iû","","bak8-iu5","","目油（眼淚）","water from the eyes","","","","","Hun kah lâu ba̍k-iû.","So smoky that the eyes water.","燻得流出眼淚來","","23"
"150","ba̍k-bâi","","bak8-bai5","","ba̍k-bâi","","bak8-bai5","","眉毛","eyebrows","","","","","","","","","23"
"151","ba̍k-chiu-mo͘","","bak8-chiu-moo","","ba̍k-tsiu-moo","","bak8-tsiu-moo","","睫毛","eye-lashes","","","","","","","","","23"
"152","ba̍k-chiu-jîn","","bak8-chiu-jin5","","ba̍k-tsiu-jîn","","bak8-tsiu-jin5","","眼珠","an eyeball","","","","","","","","","23"
"153","ba̍k-chiu-phôe","","bak8-chiu-phoe5","","ba̍k-tsiu-phuê","","bak8-tsiu-phue5","","眼瞼","an eyelid","","","","","","","","","23"
"154","ba̍k-io̍h","","bak8-ioh8","","ba̍k-io̍h","","bak8-ioh8","","眼藥","eye-lotion, eyewash","","","","","","","","","23"
"155","ba̍k-sái-ko","","bak8-sai2-ko","","ba̍k-sái-ko","","bak8-sai2-ko","","眼脂","eye-mucus","","","","","","","","","23"
"156","ba̍k-kiàⁿ","","bak8-kiann3","","ba̍k-kiànn","","bak8-kiann3","","眼鏡","eye-glass, spectacles","","","kòa ba̍k-kiàⁿ","","","","","","23"
"157","kòa ba̍k-kiàⁿ","","koa3 bak8-kiann3","","kuà ba̍k-kiànn","","kua3 bak8-kiann3","","戴眼睛","to wear spectacles, to wear glasses.","","","","","","","","ba̍k-kiàⁿ","23"
"158","ba̍k-chhiūⁿ-sai-hū","","bak8-chhiunn7-sai-hu7","","ba̍k-tshiūnn-sai-hū","","bak8-tshiunn7-sai-hu7","","木匠","carpenter","","","","","","","","","23"
"159","ba̍k-chúi","","bak8-chui2","","ba̍k-tsuí","","bak8-tsui2","","墨水","ink","","","","","","","","","23"
"160","bak chúi","","bak chui2","","bak tsuí","","bak tsui2","","玩水","dabbling in water","","","","","Gín-ná, lín m̄-thang bak chúi.","You kid should not play with water.","孩子，你們不要玩水","","24"
"161","ba̍k-kia̍h","","bak8-kiah8","","ba̍k-kia̍h","","bak8-kiah8","","木屐","wooden shoes worn in Taiwan","","","","","","","","","24"
"162","bān","","ban7","","bān","","ban7","","慢、緩","slow","","","","kín","","","","","24"
"163","bān","","ban7","","bān","","ban7","","萬","10,000","","","chi̍t pah bān","","","","","","24"
"164","chi̍t pah bān","","chit8 pah ban7","","tsi̍t pah bān","","tsit8 pah ban7","","一百萬","1,000,000","","","","","","","","bān","24"
"165","bān-it","","ban7-it","","bān-it","","ban7-it","","萬一","if perchance, by any chance; should there be","","","","","Bān-it nā ū chiàn-cheng, lí boeh tńg-khì Bí-kok--bô?","If by chance there should be a war, would you return to America?","萬一有戰爭，你要囘美國嗎？","","24"
"166","bān-liân pit","","ban7-lian5 pit","","bān-liân pit","","ban7-lian5 pit","","自來水筆、萬年筆、鋼筆","fountain pen","","","","","","","","","24"
"167","bán","","ban2","","bán","","ban2","","採、摘","to pick, to pull, to pluck","","","bán tê/bán ông-lâi/bán hoe/bán chhài","","","","","","25"
"168","bán tê","","ban2 te5","","bán tê","","ban2 te5","","採茶葉","to pick tea leaves","","","","","","","","bán","25"
"169","bán ông-lâi","","ban2 ong5-lai5","","bán ông-lâi","","ban2 ong5-lai5","","摘鳳梨","to pick pineapples","","","","","","","","bán","25"
"170","bán hoe","","ban2 hoe","","bán hue","","ban2 hue","","採花","to pluck flowers","","","","","","","","bán","25"
"171","bán chhài","","ban2 chhai3","","bán tshài","","ban2 tshai3","","摘菜","to pick vegetables","","","","","","","","bán","25"
"172","bân","","ban5","","bân","","ban5","","慢","indolent, to neglect one's duty","","","","","Chit ê gín-ná chin bân, lóng kiò bā kiâⁿ.","This child is very negligent, he won’t do what he is told.","這個孩子很怠慢，都叫不動","","25"
"173","bāng","","bang7","","bāng","","bang7","","夢","a dream","","","","","","","","","25"
"174","bāng-kìⁿ","","bang7-kinn3","","bāng-kìnn","","bang7-kinn3","","夢見","to dream","","","","","Chang-àm góa bāng-kìⁿ chi̍t ê bāng chin chhù-bī.","I had a very interesting dream last night.","昨夜做了一個夢很有趣","","25"
"175","báng","báng-á","bang2","bang2-a2","báng ","báng-á","bang2","bang2-a2","蚊子","a mosquito","","chi̍t chiah","","","","","","","26"
"176","báng-tà","","bang2-ta3","","báng-tà","","bang2-ta3","","蚊帳","a mosquito net","","chi̍t niá","","","","","","","26"
"177","bāng-á","","bang7-a2","","bāng-á","","bang7-a2","","網","a net","","chi̍t niá","","","","","","","26"
"178","bāng-á-mn̂g","","bang7-a2-mng5","","bāng-á-mn̂g","","bang7-a2-mng5","","網屏","screens","","","","","","","","","26"
"179","bāng-kiû","","bang7-kiu5","","bāng-kiû","","bang7-kiu5","","網球","tennis","","","","","","","","","26"
"180","bāng","","bang7","","bāng","","bang7","","希望","a hope, a prospect, to expect","","","ū bāng/bô bāng","","","","","","26"
"181","ū bāng","","u7 bang7","","ū bāng","","u7 bang7","","有希望","hopeful, promising","","","","","","","","bāng","26"
"182","bô bāng","","bo5 bang7","","bô bāng","","bo5 bang7","","沒有希望、絕望","hopeless, desperate","","","","","Chit ê gín-ná khiáu koh kut-la̍t, chiong-lâi it-tēng chin ū bāng./Chit ê pīⁿ-lâng bāng Thian-chú ê pó-iū í-gōa bô sím-mih hoat-tō͘--a.","This lad is clever and diligent; his future is very promising.\Besides hope in God’s protection, nothing can be done for this sick person.","這個孩子既聰明又勤勉，將來一定很有希望/這個病人望天主保佑他以外沒有什麽辦法了","bāng","26"
"183","bat","","bat","","bat","","bat","","曾經","have been + verb","","","m̄-bat","","","","","","27"
"184","m̄-bat","","m7-bat","","m̄-bat","","m7-bat","","未曾","never","","","","","","","","bat","27"
"185","ba̍t-sat","","bat8-sat","","ba̍t-sat","","bat8-sat","","臭蟲","a bed bug","","","","","","","","","27"
"186","bat","","bat","","bat","","bat","","認識","to know, to recognize","","","","","M̄ jīn bat Thian-chú./M̄ sio-bat.","Not to acknowledge that there is a God.\do not know each other.","不認識天主/不相識","","27"
"187","ba̍t","","bat8","","ba̍t","","bat8","","密","secretly, closely","","","","","Chhàng khah ba̍t--lè/Khǹg khah ba̍t--lè/Khiā khah ba̍t--lè/Chèng khah ba̍t--lè","to hide it more secretly.\to put closer together, to hide it more secretly.\to stand closer together\to plant more closely together","","","27"
"188","ba̍uh","pau-pān","bauh8","pau-pan7","ba̍uh","pau-pān","bauh8","pau-pan7","包辦、承辦","to contract for a piece of work","","","","","Chit keng chhia-khò͘ hō͘ lí ba̍uh khí ài kúi ê chîⁿ?","How much would be your contract for this garage?","這間車庫給你包辦建築要多少錢？","","27"
"189","bē hiáu","","be7 hiau2","","bē hiáu","","be7 hiau2","","不會","not understand, not to know to","","","","","","","","","28"
"190","bé","","be2","","bé","","be2","","馬","a horse","","chi̍t chiah","khiâ bé","","","","","","28"
"191","khiâ bé","","khia5 be2","","khiâ bé","","khia5 be2","","騎馬","to ride a horse","","","","","","","","bé","28"
"192","bé","","be2","","bé","","be2","","買","to buy","","","","","","","","","28"
"193","bē","","be7","","bē","","be7","","賣","to sell","","","","","","","","","28"
"194","bé-bē","","be2-be7","","bé-bē","","be2-be7","","買賣","trade, bussiness","","","","","","","","","28"
"195","bē","","be7","","bē","","be7","","不","not able","","","","","","","","","28"
"196","bē ēng--tit","","be7 eng7--tit","","bē īng--tit","","be7 ing7--tit","","不行、不能用的","improper, not alright","","","","","","","","","28"
"197","bē-kì-tit","","be7-ki3-tit","","bē-kì-tit","","be7-ki3-tit","","忘記","do not remember, to forget","","","","","","","","","28"
"198","bē sìn--tit","","be7 sin3--tit","","bē sìn--tit","","be7 sin3--tit","","不能信的","can not be believed, can not believe, do not believe","","","","","I kóng ê ōe, góa lóng bē sìn--tit.","I don’t believe anything he says.","他說的話，我都不能相信","","28"
"199","bē jīn--tit","","be7 jin7--tit","","bē jīn--tit","","be7 jin7--tit","","不認得","can not recognize; can not be recognized, do not recognize","","","","","Hit ê lâng ê bīn, lí ē jīn--tit--bē?","Do you recognize that fellow’s face?","那個人的臉，你認得嗎？","","29"
"200","bē-tàng","","be7-tang3","","bē-tàng","","be7-tang3","","不能","can not","","","","","","","","","29"
"201","bê-sìn","","be5-sin3","","bê-sìn","","be5-sin3","","迷信","superstitions","","","","","Bê-sìn it-tēng ài phah-phòa.","Superstitions certainly must be destroyed.","迷信一定要打破","","29"
"202","bé-chô","","be2-cho5","","bé-tsô","","be2-tso5","","粖槽","a crib","","","","","","","","","29"
"203","bé-tiâu","","be2-tiau5","","bé-tiâu","","be2-tiau5","","馬廄","a stable","","","","","","","","","29"
"204","bē-tiâu","","be7-tiau5","","bē-tiâu","","be7-tiau5","","不牢","not firmly fixed, fastened or tied","","","kì bē-tiâu/khó bē-tiâu/liâm bē-tiâu/khiā bē-tiâu/pa̍k bē-tiâu/khùn bē-tiâu/chia̍h bē-tiâu","","","","","","29"
"205","kì bē-tiâu","","ki3 be7-tiau5","","kì bē-tiâu","","ki3 be7-tiau5","","記不牢","can not memorize","","","","","Chit kù chin chhim, kì lóng bē tiâu (or chin oh àm-kì).","This is a very difficult sentence, I can not memorize it.","這句很深，都記不住（很難背誦）","bē-tiâu","29"
"206","khó bē-tiâu","","kho2 be7-tiau5","","khó bē-tiâu","","kho2 be7-tiau5","","考不上","can not pass entrance exam","","","","","Lí nā m̄ tha̍k chheh ē khó bē tiâu.","If you won’t study, you will not be able to pass the examination.","你要是不讀書，你會考不取","bē-tiâu","30"
"207","liâm bē-tiâu","","liam5 be7-tiau5","","liâm bē-tiâu","","liam5 be7-tiau5","","黏不牢","will not stick on","","","","","Chng-á kap chng-á bô ēng âng-mô͘-thô͘ liâm bē tiâu.","If you don’t use cement, one brick will not stick to the other.","磚子和磚子間，不用水泥就粘不着","bē-tiâu","30"
"208","khiā bē-tiâu","","khia7 be7-tiau5","","khiā bē-tiâu","","khia7 be7-tiau5","","站不住","can't stand up, can't remain standing","","","","","Góa lâng kan-khó͘ kah khiā bē tiâu.","I am so sick that I can’t stand on my feet.","我身體不舒服以致於站不住","bē-tiâu","30"
"209","pa̍k bē-tiâu","","pak8 be7-tiau5","","pa̍k bē-tiâu","","pak8 be7-tiau5","","縛不牢、綁不住","can not tie up","","","","","Chit chiah káu ēng soh-á pa̍k bē tiâu , liâm-piⁿ ē kā--tn̄g.","You can’t tie up this dog with a rope, he immediately bites it in two.","這隻狗用繩子綁不住，馬上就咬斷","bē-tiâu","30"
"210","khùn bē-tiâu","","khun3 be7-tiau5","","khùn bē-tiâu","","khun3 be7-tiau5","","睡不着","can not stay in bed","","","","","I-seng kiò góa m̄-thang peh--khí-lâi, góa m̄-kú khùn bē tiâu.","The doctor told me not to get up, but I can’t stay in bed.","醫生叫我不要起床，但是我再也躺不住了","bē-tiâu","30"
"211","chia̍h bē-tiâu","","chiah8 be7-tiau5","","tsia̍h bē-tiâu","","tsiah8 be7-tiau5","","吃不牢","can't hold anything down","","","","","Chit ê gín-ná io̍h-á chia̍h lóng bē tiâu (pak), liâm-piⁿ thò͘-thò͘--chhut-lâi.","This youngster can’t hold any medicine down, he immediately throws it up.","這個孩子醫藥都吃不下肚子，一會兒就吐出來","bē-tiâu","31"
"212","bê","","be5","","bê","","be5","","迷、誘惑、奪魂","tempt, charm, fascinate","","","","","Lí m̄-thang hō͘ pháiⁿ cha-bó͘ bê--khì.","Don’t be fascinated by a wicked woman.","你不要被壞女人誘惑（迷）","","31"
"213","be̍h-á","","beh8-a2","","be̍h-á","","beh8-a2","","麥","wheat","","","be̍h-á-chiú/hoan-be̍h","","","","","","31"
"214","be̍h-á-chiú","","beh8-a2-chiu2","","be̍h-á-tsiú","","beh8-a2-tsiu2","","啤酒、麥酒","beer","","","","","","","","be̍h-á","31"
"215","hoan-be̍h","","hoan-beh8","","huan-be̍h","","huan-beh8","","玉米、玉蜀黍","maize, corn","","","","","","","","be̍h-á","31"
"216","beh","boeh","beh","boeh","beh","bueh","beh","bueh","要","to want, wish, will, sign of future","","","","","Hit ê lâng teh boeh (beh) sí--à!","That man is on the point of death. (in articulo mortis)","那個人快要死了！","","32"
"217","be̍h-á","boe̍h-á","beh8-a2","boeh8-a2","be̍h-á","bue̍h-á","beh8-a2","bueh8-a2","襪子","socks, stockings","","","chi̍t siang boe̍h-á","","","","","","32"
"218","chi̍t siang boe̍h-á","","chit8 siang boeh8-a2","","tsi̍t siang bue̍h-á","","tsit8 siang bueh8-a2","","一雙襪子","a pair of socks (or stockings)","","","","","","","","boe̍h-á","32"
"219","be̍k-léng-siâⁿ","","bek8-leng2-siann5","","bi̍k-líng-siânn","","bik8-ling2-siann5","","白冷城","Bethlehem","","","","","","","","","32"
"220","be̍k-sióng","","bek8-siong2","","bi̍k-sióng","","bik8-siong2","","默想、沉思","meditation, to meditate","","","","","I teh be̍k-sióng i só͘ chò ê tāi-chì.","He is meditating (pondering over) on all he has done.","他在默想他所做的事","","32"
"221","be̍k-sī","","bek8-si7","","bi̍k-sī","","bik8-si7","","默示","revelation","","","","","","","","","32"
"222","be̍k-sī lo̍k","","bek8-si7 lok8","","bi̍k-sī lo̍k","","bik8-si7 lok8","","默示錄","the book of Revelation, the Apocalypse","","","","","","","","","32"
"223","bêng-pe̍k","","beng5-pek8","","bîng-pi̍k","","bing5-pik8","","明白","to understand, clear","","","","","Lí thiaⁿ ū bêng-pe̍k--bô?","Did you hear it clearly?","你有沒有聽明白？","","33"
"224","bêng-bêng","","beng5-beng5","","bîng-bîng","","bing5-bing5","","明瞭地","clearly","","","","","Lí bêng-bêng kóng boeh khì, àn-chóaⁿ kàu sî chiah kóng m̄ khì?","You clearly said you were going, how come, when the time came, you said you were not going.","你明明說要去，怎麽到時候才説不去？","","33"
"225","bêng-sìn phiàn","","beng5-sin3 phian3","","bîng-sìn phiàn","","bing5-sin3 phian3","","明信片","post-card","","","","","","","","","33"
"226","bēng","","beng7","","bīng","","bing7","","命","to order, an order","","","","","Lí tio̍h-ài thiaⁿ pē-bú ê bēng.","You must obey your parent’s commands.","你必須聽從父母的命令","","33"
"227","kài-bēng","","kai3-beng7","","kài-bīng","","kai3-bing7","","誡命","a commandment of God.","","","","","","","","","33"
"228","bēng-lēng","","beng7-leng7","","bīng-līng","","bing7-ling7","","命令","to order, an order","","","","","Hit ê gín-ná m̄ thiaⁿ sian-siⁿ ê bēng-lēng.","That kid does not obey the teacher’s orders.","那個小孩子不聽老師的命令","","34"
"229","béng","","beng2","","bíng","","bing2","","猛","fierce","","","","","","","","","34"
"230","béng-siù","","beng2-siu3","","bíng-siù","","bing2-siu3","","猛獸","a beast of prey","","","","","","","","","34"
"231","bí-kok","","bi2-kok","","bí-kok","","bi2-kok","","美國","America","","","","","","","","","34"
"232","bí-kok lâng","","bi2-kok lang5","","bí-kok lâng","","bi2-kok lang5","","美國人","an American","","","","","","","","","34"
"233","bí-su̍t","","bi2-sut8","","bí-su̍t","","bi2-sut8","","美術","fine art","","","","","Lí ài Tang-iûⁿ ê bí-su̍t--bô?","Do you like Oriental art?","你喜歡東方的美術嗎？","","34"
"234","bí-su̍t-ka","","bi2-sut8-ka","","bí-su̍t-ka","","bi2-sut8-ka","","美術家","an artist","","","","","","","","","34"
"235","bí-iông-īⁿ","","bi2-iong5-inn7","","bí-iông-īnn","","bi2-iong5-inn7","","美容院","a beauty parlour","","","","","","","","","34"
"236","bī","","bi7","","bī","","bi7","","謎、猜","a riddle, a puzzle, to solve a riddle","","","","","Góa chò chi̍t ê bī hō͘ lí chhai.","I’ll make up a riddle for you to solve.","我做一個謎給你猜","","35"
"237","bí","","bi2","","bí","","bi2","","米","rice","","","chu̍t-bí/chāi-lâi bí/hōng-lâi-bí","","","","","","35"
"238","chu̍t-bí","","chut8-bi2","","tsu̍t-bí","","tsut8-bi2","","糯米","glutinous rice","","","","","","","","bí","35"
"239","chāi-lâi bí","pún-tó bí","chai7-lai5 bi2","pun2-to2 bi2","tsāi-lâi bí","pún-tó bí","tsai7-lai5 bi2","pun2-to2 bi2","在來米","the customary rice, the old rice, local rice.","","","","","","","","bí","35"
